time,altitude,velocity,acceleration,mass,horizontal_drift,horizontal_velocity,crosswind_force,fin_correction_angle_deg,fin_correction_force,pid_error,pid_p_term,pid_i_term,pid_d_term
2.444000,74.233231,44.509386,-18.876030,0.500000,0.840688,0.509405,0.300000,-4.481879,-0.312894,-0.840688,-0.033628,-0.003843,-0.040753
2.445000,74.277731,44.490514,-18.868293,0.500000,0.841197,0.509379,0.300000,-4.483169,-0.312984,-0.841197,-0.033648,-0.003847,-0.040751
2.446000,74.322212,44.471649,-18.860563,0.500000,0.841706,0.509353,0.300000,-4.484459,-0.313074,-0.841706,-0.033668,-0.003851,-0.040749
2.447000,74.366674,44.452792,-18.852839,0.500000,0.842216,0.509327,0.300000,-4.485749,-0.313164,-0.842216,-0.033689,-0.003855,-0.040747
2.448000,74.411118,44.433943,-18.845122,0.500000,0.842725,0.509301,0.300000,-4.487037,-0.313254,-0.842725,-0.033709,-0.003859,-0.040745
2.449000,74.455542,44.415102,-18.837411,0.500000,0.843234,0.509274,0.300000,-4.488325,-0.313344,-0.843234,-0.033729,-0.003864,-0.040743
2.450000,74.499948,44.396269,-18.829707,0.500000,0.843744,0.509248,0.300000,-4.489612,-0.313434,-0.843744,-0.033750,-0.003868,-0.040741
2.451000,74.544335,44.377443,-18.822009,0.500000,0.844253,0.509221,0.300000,-4.490898,-0.313524,-0.844253,-0.033770,-0.003872,-0.040739
2.452000,74.588703,44.358625,-18.814318,0.500000,0.844762,0.509194,0.300000,-4.492183,-0.313614,-0.844762,-0.033790,-0.003876,-0.040737
2.453000,74.633052,44.339814,-18.806633,0.500000,0.845271,0.509166,0.300000,-4.493468,-0.313703,-0.845271,-0.033811,-0.003881,-0.040734
2.454000,74.677383,44.321011,-18.798955,0.500000,0.845780,0.509139,0.300000,-4.494752,-0.313793,-0.845780,-0.033831,-0.003885,-0.040732
2.455000,74.721694,44.302216,-18.791283,0.500000,0.846290,0.509111,0.300000,-4.496035,-0.313882,-0.846290,-0.033852,-0.003889,-0.040730
2.456000,74.765987,44.283429,-18.783617,0.500000,0.846799,0.509084,0.300000,-4.497318,-0.313972,-0.846799,-0.033872,-0.003893,-0.040728
2.457000,74.810261,44.264649,-18.775958,0.500000,0.847308,0.509056,0.300000,-4.498599,-0.314061,-0.847308,-0.033892,-0.003897,-0.040726
2.458000,74.854516,44.245877,-18.768305,0.500000,0.847817,0.509028,0.300000,-4.499880,-0.314151,-0.847817,-0.033913,-0.003902,-0.040723
2.459000,74.898753,44.227112,-18.760659,0.500000,0.848326,0.508999,0.300000,-4.501161,-0.314240,-0.848326,-0.033933,-0.003906,-0.040721
2.460000,74.942970,44.208356,-18.753020,0.500000,0.848835,0.508971,0.300000,-4.502440,-0.314330,-0.848835,-0.033953,-0.003910,-0.040719
2.461000,74.987169,44.189606,-18.745386,0.500000,0.849344,0.508942,0.300000,-4.503719,-0.314419,-0.849344,-0.033974,-0.003914,-0.040717
2.462000,75.031350,44.170865,-18.737759,0.500000,0.849853,0.508913,0.300000,-4.504997,-0.314508,-0.849853,-0.033994,-0.003919,-0.040714
2.463000,75.075511,44.152131,-18.730139,0.500000,0.850361,0.508884,0.300000,-4.506274,-0.314597,-0.850361,-0.034014,-0.003923,-0.040712
2.464000,75.119654,44.133404,-18.722524,0.500000,0.850870,0.508855,0.300000,-4.507551,-0.314686,-0.850870,-0.034035,-0.003927,-0.040710
2.465000,75.163778,44.114686,-18.714917,0.500000,0.851379,0.508826,0.300000,-4.508827,-0.314775,-0.851379,-0.034055,-0.003931,-0.040707
2.466000,75.207883,44.095975,-18.707315,0.500000,0.851888,0.508796,0.300000,-4.510102,-0.314865,-0.851888,-0.034076,-0.003936,-0.040705
2.467000,75.251970,44.077271,-18.699720,0.500000,0.852397,0.508767,0.300000,-4.511376,-0.314953,-0.852397,-0.034096,-0.003940,-0.040703
2.468000,75.296038,44.058575,-18.692132,0.500000,0.852906,0.508737,0.300000,-4.512650,-0.315042,-0.852906,-0.034116,-0.003944,-0.040700
2.469000,75.340087,44.039887,-18.684549,0.500000,0.853414,0.508707,0.300000,-4.513923,-0.315131,-0.853414,-0.034137,-0.003949,-0.040698
2.470000,75.384118,44.021206,-18.676973,0.500000,0.853923,0.508676,0.300000,-4.515195,-0.315220,-0.853923,-0.034157,-0.003953,-0.040695
2.471000,75.428130,44.002533,-18.669404,0.500000,0.854432,0.508646,0.300000,-4.516467,-0.315309,-0.854432,-0.034177,-0.003957,-0.040693
2.472000,75.472123,43.983867,-18.661840,0.500000,0.854940,0.508615,0.300000,-4.517737,-0.315398,-0.854940,-0.034198,-0.003961,-0.040690
2.473000,75.516097,43.965209,-18.654283,0.500000,0.855449,0.508584,0.300000,-4.519007,-0.315486,-0.855449,-0.034218,-0.003966,-0.040688
2.474000,75.560053,43.946559,-18.646733,0.500000,0.855957,0.508553,0.300000,-4.520276,-0.315575,-0.855957,-0.034238,-0.003970,-0.040686
2.475000,75.603990,43.927916,-18.639188,0.500000,0.856466,0.508522,0.300000,-4.521545,-0.315663,-0.856466,-0.034259,-0.003974,-0.040683
2.476000,75.647909,43.909280,-18.631650,0.500000,0.856974,0.508491,0.300000,-4.522813,-0.315752,-0.856974,-0.034279,-0.003978,-0.040681
2.477000,75.691809,43.890652,-18.624119,0.500000,0.857483,0.508459,0.300000,-4.524080,-0.315840,-0.857483,-0.034299,-0.003983,-0.040678
2.478000,75.735690,43.872032,-18.616593,0.500000,0.857991,0.508428,0.300000,-4.525346,-0.315929,-0.857991,-0.034320,-0.003987,-0.040675
2.479000,75.779553,43.853419,-18.609074,0.500000,0.858500,0.508396,0.300000,-4.526611,-0.316017,-0.858500,-0.034340,-0.003991,-0.040673
2.480000,75.823397,43.834814,-18.601561,0.500000,0.859008,0.508364,0.300000,-4.527876,-0.316105,-0.859008,-0.034360,-0.003996,-0.040670
2.481000,75.867223,43.816216,-18.594055,0.500000,0.859517,0.508332,0.300000,-4.529140,-0.316194,-0.859517,-0.034381,-0.004000,-0.040668
2.482000,75.911030,43.797626,-18.586554,0.500000,0.860025,0.508299,0.300000,-4.530403,-0.316282,-0.860025,-0.034401,-0.004004,-0.040665
2.483000,75.954818,43.779043,-18.579060,0.500000,0.860533,0.508267,0.300000,-4.531666,-0.316370,-0.860533,-0.034421,-0.004009,-0.040663
2.484000,75.998588,43.760468,-18.571573,0.500000,0.861041,0.508234,0.300000,-4.532928,-0.316458,-0.861041,-0.034442,-0.004013,-0.040660
2.485000,76.042339,43.741900,-18.564091,0.500000,0.861550,0.508201,0.300000,-4.534189,-0.316546,-0.861550,-0.034462,-0.004017,-0.040657
2.486000,76.086071,43.723340,-18.556616,0.500000,0.862058,0.508168,0.300000,-4.535449,-0.316634,-0.862058,-0.034482,-0.004021,-0.040655
2.487000,76.129786,43.704787,-18.549147,0.500000,0.862566,0.508135,0.300000,-4.536709,-0.316722,-0.862566,-0.034503,-0.004026,-0.040652
2.488000,76.173481,43.686241,-18.541684,0.500000,0.863074,0.508101,0.300000,-4.537968,-0.316810,-0.863074,-0.034523,-0.004030,-0.040649
2.489000,76.217158,43.667703,-18.534227,0.500000,0.863582,0.508068,0.300000,-4.539226,-0.316898,-0.863582,-0.034543,-0.004034,-0.040647
2.490000,76.260816,43.649173,-18.526777,0.500000,0.864090,0.508034,0.300000,-4.540483,-0.316986,-0.864090,-0.034564,-0.004039,-0.040644
2.491000,76.304456,43.630650,-18.519333,0.500000,0.864598,0.508000,0.300000,-4.541740,-0.317073,-0.864598,-0.034584,-0.004043,-0.040641
2.492000,76.348078,43.612134,-18.511895,0.500000,0.865106,0.507966,0.300000,-4.542996,-0.317161,-0.865106,-0.034604,-0.004047,-0.040639
2.493000,76.391681,43.593626,-18.504463,0.500000,0.865614,0.507931,0.300000,-4.544251,-0.317249,-0.865614,-0.034625,-0.004052,-0.040636
2.494000,76.435265,43.575125,-18.497038,0.500000,0.866122,0.507897,0.300000,-4.545506,-0.317336,-0.866122,-0.034645,-0.004056,-0.040633
2.495000,76.478831,43.556632,-18.489618,0.500000,0.866630,0.507862,0.300000,-4.546759,-0.317424,-0.866630,-0.034665,-0.004060,-0.040630
2.496000,76.522378,43.538146,-18.482205,0.500000,0.867138,0.507827,0.300000,-4.548012,-0.317511,-0.867138,-0.034686,-0.004065,-0.040628
2.497000,76.565907,43.519667,-18.474798,0.500000,0.867646,0.507792,0.300000,-4.549265,-0.317599,-0.867646,-0.034706,-0.004069,-0.040625
2.498000,76.609418,43.501196,-18.467397,0.500000,0.868153,0.507757,0.300000,-4.550516,-0.317686,-0.868153,-0.034726,-0.004073,-0.040622
2.499000,76.652910,43.482733,-18.460003,0.500000,0.868661,0.507722,0.300000,-4.551767,-0.317773,-0.868661,-0.034746,-0.004078,-0.040619
2.500000,76.696383,43.464276,-18.452614,0.500000,0.869169,0.507686,0.300000,-4.553017,-0.317861,-0.869169,-0.034767,-0.004082,-0.040616
2.501000,76.739838,43.445827,-18.445232,0.500000,0.869676,0.507651,0.300000,-4.554266,-0.317948,-0.869676,-0.034787,-0.004086,-0.040613
2.502000,76.783275,43.427386,-18.437856,0.500000,0.870184,0.507615,0.300000,-4.555515,-0.318035,-0.870184,-0.034807,-0.004091,-0.040611
2.503000,76.826693,43.408952,-18.430485,0.500000,0.870692,0.507579,0.300000,-4.556763,-0.318122,-0.870692,-0.034828,-0.004095,-0.040608
2.504000,76.870093,43.390525,-18.423121,0.500000,0.871199,0.507542,0.300000,-4.558010,-0.318209,-0.871199,-0.034848,-0.004099,-0.040605
2.505000,76.913474,43.372105,-18.415764,0.500000,0.871707,0.507506,0.300000,-4.559256,-0.318296,-0.871707,-0.034868,-0.004104,-0.040602
2.506000,76.956837,43.353693,-18.408412,0.500000,0.872214,0.507469,0.300000,-4.560502,-0.318383,-0.872214,-0.034889,-0.004108,-0.040599
2.507000,77.000181,43.335289,-18.401066,0.500000,0.872722,0.507433,0.300000,-4.561746,-0.318470,-0.872722,-0.034909,-0.004113,-0.040596
2.508000,77.043507,43.316891,-18.393727,0.500000,0.873229,0.507396,0.300000,-4.562991,-0.318557,-0.873229,-0.034929,-0.004117,-0.040593
2.509000,77.086815,43.298501,-18.386393,0.500000,0.873737,0.507358,0.300000,-4.564234,-0.318644,-0.873737,-0.034949,-0.004121,-0.040590
2.510000,77.130104,43.280118,-18.379066,0.500000,0.874244,0.507321,0.300000,-4.565477,-0.318730,-0.874244,-0.034970,-0.004126,-0.040587
2.511000,77.173375,43.261743,-18.371745,0.500000,0.874751,0.507284,0.300000,-4.566719,-0.318817,-0.874751,-0.034990,-0.004130,-0.040584
2.512000,77.216628,43.243375,-18.364430,0.500000,0.875258,0.507246,0.300000,-4.567960,-0.318904,-0.875258,-0.035010,-0.004134,-0.040581
2.513000,77.259862,43.225014,-18.357121,0.500000,0.875766,0.507208,0.300000,-4.569200,-0.318990,-0.875766,-0.035031,-0.004139,-0.040578
2.514000,77.303078,43.206661,-18.349818,0.500000,0.876273,0.507170,0.300000,-4.570440,-0.319077,-0.876273,-0.035051,-0.004143,-0.040575
2.515000,77.346275,43.188315,-18.342521,0.500000,0.876780,0.507132,0.300000,-4.571679,-0.319163,-0.876780,-0.035071,-0.004148,-0.040572
2.516000,77.389455,43.169976,-18.335230,0.500000,0.877287,0.507094,0.300000,-4.572917,-0.319250,-0.877287,-0.035091,-0.004152,-0.040569
2.517000,77.432615,43.151644,-18.327945,0.500000,0.877794,0.507055,0.300000,-4.574155,-0.319336,-0.877794,-0.035112,-0.004156,-0.040566
2.518000,77.475758,43.133320,-18.320666,0.500000,0.878301,0.507017,0.300000,-4.575392,-0.319423,-0.878301,-0.035132,-0.004161,-0.040563
2.519000,77.518882,43.115003,-18.313393,0.500000,0.878808,0.506978,0.300000,-4.576628,-0.319509,-0.878808,-0.035152,-0.004165,-0.040560
2.520000,77.561988,43.096693,-18.306127,0.500000,0.879315,0.506939,0.300000,-4.577863,-0.319595,-0.879315,-0.035173,-0.004170,-0.040557
2.521000,77.605075,43.078391,-18.298866,0.500000,0.879822,0.506900,0.300000,-4.579098,-0.319681,-0.879822,-0.035193,-0.004174,-0.040554
2.522000,77.648145,43.060095,-18.291611,0.500000,0.880329,0.506860,0.300000,-4.580331,-0.319767,-0.880329,-0.035213,-0.004178,-0.040550
2.523000,77.691196,43.041807,-18.284363,0.500000,0.880836,0.506821,0.300000,-4.581565,-0.319854,-0.880836,-0.035233,-0.004183,-0.040547
2.524000,77.734228,43.023527,-18.277120,0.500000,0.881343,0.506781,0.300000,-4.582797,-0.319940,-0.881343,-0.035254,-0.004187,-0.040544
2.525000,77.777243,43.005253,-18.269883,0.500000,0.881849,0.506741,0.300000,-4.584029,-0.320026,-0.881849,-0.035274,-0.004192,-0.040541
2.526000,77.820239,42.986987,-18.262653,0.500000,0.882356,0.506701,0.300000,-4.585259,-0.320112,-0.882356,-0.035294,-0.004196,-0.040538
2.527000,77.863217,42.968728,-18.255428,0.500000,0.882863,0.506661,0.300000,-4.586490,-0.320197,-0.882863,-0.035315,-0.004200,-0.040534
2.528000,77.906176,42.950476,-18.248209,0.500000,0.883369,0.506620,0.300000,-4.587719,-0.320283,-0.883369,-0.035335,-0.004205,-0.040531
2.529000,77.949118,42.932231,-18.240996,0.500000,0.883876,0.506580,0.300000,-4.588948,-0.320369,-0.883876,-0.035355,-0.004209,-0.040528
2.530000,77.992041,42.913994,-18.233790,0.500000,0.884383,0.506539,0.300000,-4.590176,-0.320455,-0.884383,-0.035375,-0.004214,-0.040525
2.531000,78.034946,42.895764,-18.226589,0.500000,0.884889,0.506498,0.300000,-4.591403,-0.320540,-0.884889,-0.035396,-0.004218,-0.040521
2.532000,78.077832,42.877541,-18.219394,0.500000,0.885396,0.506457,0.300000,-4.592630,-0.320626,-0.885396,-0.035416,-0.004222,-0.040518
2.533000,78.120701,42.859325,-18.212205,0.500000,0.885902,0.506416,0.300000,-4.593855,-0.320712,-0.885902,-0.035436,-0.004227,-0.040515
2.534000,78.163551,42.841116,-18.205022,0.500000,0.886408,0.506374,0.300000,-4.595080,-0.320797,-0.886408,-0.035456,-0.004231,-0.040512
2.535000,78.206383,42.822915,-18.197845,0.500000,0.886915,0.506333,0.300000,-4.596305,-0.320883,-0.886915,-0.035477,-0.004236,-0.040508
2.536000,78.249197,42.804721,-18.190674,0.500000,0.887421,0.506291,0.300000,-4.597528,-0.320968,-0.887421,-0.035497,-0.004240,-0.040505
2.537000,78.291992,42.786534,-18.183509,0.500000,0.887927,0.506249,0.300000,-4.598751,-0.321053,-0.887927,-0.035517,-0.004245,-0.040502
2.538000,78.334770,42.768354,-18.176350,0.500000,0.888434,0.506207,0.300000,-4.599973,-0.321139,-0.888434,-0.035537,-0.004249,-0.040498
2.539000,78.377529,42.750181,-18.169196,0.500000,0.888940,0.506165,0.300000,-4.601194,-0.321224,-0.888940,-0.035558,-0.004254,-0.040495
2.540000,78.420270,42.732015,-18.162049,0.500000,0.889446,0.506122,0.300000,-4.602415,-0.321309,-0.889446,-0.035578,-0.004258,-0.040491
2.541000,78.462993,42.713857,-18.154907,0.500000,0.889952,0.506080,0.300000,-4.603635,-0.321394,-0.889952,-0.035598,-0.004262,-0.040488
2.542000,78.505698,42.695705,-18.147772,0.500000,0.890458,0.506037,0.300000,-4.604854,-0.321479,-0.890458,-0.035618,-0.004267,-0.040485
2.543000,78.548384,42.677561,-18.140642,0.500000,0.890964,0.505994,0.300000,-4.606073,-0.321565,-0.890964,-0.035639,-0.004271,-0.040481
2.544000,78.591053,42.659424,-18.133518,0.500000,0.891470,0.505951,0.300000,-4.607290,-0.321650,-0.891470,-0.035659,-0.004276,-0.040478
2.545000,78.633703,42.641294,-18.126400,0.500000,0.891976,0.505908,0.300000,-4.608507,-0.321734,-0.891976,-0.035679,-0.004280,-0.040474
2.546000,78.676336,42.623171,-18.119288,0.500000,0.892482,0.505864,0.300000,-4.609723,-0.321819,-0.892482,-0.035699,-0.004285,-0.040471
2.547000,78.718950,42.605056,-18.112182,0.500000,0.892988,0.505820,0.300000,-4.610939,-0.321904,-0.892988,-0.035720,-0.004289,-0.040467
2.548000,78.761546,42.586947,-18.105082,0.500000,0.893493,0.505777,0.300000,-4.612154,-0.321989,-0.893493,-0.035740,-0.004294,-0.040464
2.549000,78.804124,42.568845,-18.097987,0.500000,0.893999,0.505733,0.300000,-4.613368,-0.322074,-0.893999,-0.035760,-0.004298,-0.040460
2.550000,78.846683,42.550751,-18.090898,0.500000,0.894505,0.505689,0.300000,-4.614581,-0.322159,-0.894505,-0.035780,-0.004303,-0.040457
2.551000,78.889225,42.532664,-18.083816,0.500000,0.895011,0.505644,0.300000,-4.615794,-0.322243,-0.895011,-0.035800,-0.004307,-0.040453
2.552000,78.931749,42.514583,-18.076739,0.500000,0.895516,0.505600,0.300000,-4.617005,-0.322328,-0.895516,-0.035821,-0.004312,-0.040450
2.553000,78.974254,42.496510,-18.069667,0.500000,0.896022,0.505555,0.300000,-4.618216,-0.322412,-0.896022,-0.035841,-0.004316,-0.040446
2.554000,79.016742,42.478444,-18.062602,0.500000,0.896527,0.505510,0.300000,-4.619427,-0.322497,-0.896527,-0.035861,-0.004321,-0.040443
2.555000,79.059211,42.460385,-18.055543,0.500000,0.897033,0.505465,0.300000,-4.620636,-0.322581,-0.897033,-0.035881,-0.004325,-0.040439
2.556000,79.101663,42.442333,-18.048489,0.500000,0.897538,0.505420,0.300000,-4.621845,-0.322666,-0.897538,-0.035902,-0.004329,-0.040435
2.557000,79.144096,42.424288,-18.041441,0.500000,0.898044,0.505375,0.300000,-4.623054,-0.322750,-0.898044,-0.035922,-0.004334,-0.040432
2.558000,79.186511,42.406250,-18.034399,0.500000,0.898549,0.505329,0.300000,-4.624261,-0.322834,-0.898549,-0.035942,-0.004338,-0.040428
2.559000,79.228908,42.388219,-18.027363,0.500000,0.899054,0.505284,0.300000,-4.625468,-0.322919,-0.899054,-0.035962,-0.004343,-0.040425
2.560000,79.271288,42.370195,-18.020332,0.500000,0.899560,0.505238,0.300000,-4.626674,-0.323003,-0.899560,-0.035982,-0.004347,-0.040421
2.561000,79.313649,42.352178,-18.013307,0.500000,0.900065,0.505192,0.300000,-4.627879,-0.323087,-0.900065,-0.036003,-0.004352,-0.040417
2.562000,79.355992,42.334169,-18.006289,0.500000,0.900570,0.505146,0.300000,-4.629083,-0.323171,-0.900570,-0.036023,-0.004356,-0.040413
2.563000,79.398317,42.316166,-17.999275,0.500000,0.901075,0.505099,0.300000,-4.630287,-0.323255,-0.901075,-0.036043,-0.004361,-0.040410
2.564000,79.440624,42.298170,-17.992268,0.500000,0.901580,0.505053,0.300000,-4.631490,-0.323339,-0.901580,-0.036063,-0.004365,-0.040406
2.565000,79.482913,42.280181,-17.985266,0.500000,0.902085,0.505006,0.300000,-4.632692,-0.323423,-0.902085,-0.036083,-0.004370,-0.040402
2.566000,79.525185,42.262200,-17.978270,0.500000,0.902590,0.504959,0.300000,-4.633894,-0.323507,-0.902590,-0.036104,-0.004374,-0.040399
2.567000,79.567438,42.244225,-17.971280,0.500000,0.903095,0.504912,0.300000,-4.635095,-0.323591,-0.903095,-0.036124,-0.004379,-0.040395
2.568000,79.609673,42.226257,-17.964296,0.500000,0.903600,0.504865,0.300000,-4.636295,-0.323674,-0.903600,-0.036144,-0.004384,-0.040391
2.569000,79.651890,42.208296,-17.957317,0.500000,0.904105,0.504818,0.300000,-4.637494,-0.323758,-0.904105,-0.036164,-0.004388,-0.040387
2.570000,79.694090,42.190342,-17.950344,0.500000,0.904610,0.504770,0.300000,-4.638693,-0.323842,-0.904610,-0.036184,-0.004393,-0.040384
2.571000,79.736271,42.172396,-17.943377,0.500000,0.905114,0.504722,0.300000,-4.639891,-0.323925,-0.905114,-0.036205,-0.004397,-0.040380
2.572000,79.778434,42.154456,-17.936416,0.500000,0.905619,0.504675,0.300000,-4.641088,-0.324009,-0.905619,-0.036225,-0.004402,-0.040376
2.573000,79.820580,42.136523,-17.929460,0.500000,0.906124,0.504627,0.300000,-4.642284,-0.324093,-0.906124,-0.036245,-0.004406,-0.040372
2.574000,79.862707,42.118597,-17.922510,0.500000,0.906628,0.504578,0.300000,-4.643480,-0.324176,-0.906628,-0.036265,-0.004411,-0.040368
2.575000,79.904817,42.100678,-17.915565,0.500000,0.907133,0.504530,0.300000,-4.644675,-0.324259,-0.907133,-0.036285,-0.004415,-0.040364
2.576000,79.946909,42.082766,-17.908627,0.500000,0.907637,0.504482,0.300000,-4.645869,-0.324343,-0.907637,-0.036305,-0.004420,-0.040360
2.577000,79.988983,42.064860,-17.901694,0.500000,0.908142,0.504433,0.300000,-4.647063,-0.324426,-0.908142,-0.036326,-0.004424,-0.040357
2.578000,80.031039,42.046962,-17.894766,0.500000,0.908646,0.504384,0.300000,-4.648256,-0.324509,-0.908646,-0.036346,-0.004429,-0.040353
2.579000,80.073077,42.029071,-17.887845,0.500000,0.909151,0.504335,0.300000,-4.649448,-0.324593,-0.909151,-0.036366,-0.004433,-0.040349
2.580000,80.115097,42.011187,-17.880929,0.500000,0.909655,0.504286,0.300000,-4.650639,-0.324676,-0.909655,-0.036386,-0.004438,-0.040345
2.581000,80.157099,41.993309,-17.874019,0.500000,0.910159,0.504236,0.300000,-4.651830,-0.324759,-0.910159,-0.036406,-0.004442,-0.040341
2.582000,80.199083,41.975438,-17.867114,0.500000,0.910663,0.504187,0.300000,-4.653020,-0.324842,-0.910663,-0.036427,-0.004447,-0.040337
2.583000,80.241050,41.957575,-17.860215,0.500000,0.911168,0.504137,0.300000,-4.654209,-0.324925,-0.911168,-0.036447,-0.004452,-0.040333
2.584000,80.282998,41.939718,-17.853322,0.500000,0.911672,0.504087,0.300000,-4.655397,-0.325008,-0.911672,-0.036467,-0.004456,-0.040329
2.585000,80.324929,41.921868,-17.846434,0.500000,0.912176,0.504037,0.300000,-4.656585,-0.325091,-0.912176,-0.036487,-0.004461,-0.040325
2.586000,80.366842,41.904025,-17.839552,0.500000,0.912680,0.503987,0.300000,-4.657772,-0.325174,-0.912680,-0.036507,-0.004465,-0.040321
2.587000,80.408737,41.886189,-17.832676,0.500000,0.913184,0.503937,0.300000,-4.658958,-0.325257,-0.913184,-0.036527,-0.004470,-0.040317
2.588000,80.450615,41.868360,-17.825805,0.500000,0.913688,0.503886,0.300000,-4.660143,-0.325339,-0.913688,-0.036548,-0.004474,-0.040313
2.589000,80.492474,41.850537,-17.818940,0.500000,0.914192,0.503836,0.300000,-4.661328,-0.325422,-0.914192,-0.036568,-0.004479,-0.040309
2.590000,80.534316,41.832722,-17.812080,0.500000,0.914695,0.503785,0.300000,-4.662512,-0.325505,-0.914695,-0.036588,-0.004484,-0.040305
2.591000,80.576139,41.814913,-17.805226,0.500000,0.915199,0.503734,0.300000,-4.663695,-0.325587,-0.915199,-0.036608,-0.004488,-0.040301
2.592000,80.617945,41.797111,-17.798378,0.500000,0.915703,0.503683,0.300000,-4.664878,-0.325670,-0.915703,-0.036628,-0.004493,-0.040297
2.593000,80.659734,41.779317,-17.791535,0.500000,0.916206,0.503631,0.300000,-4.666060,-0.325752,-0.916206,-0.036648,-0.004497,-0.040293
2.594000,80.701504,41.761528,-17.784698,0.500000,0.916710,0.503580,0.300000,-4.667241,-0.325835,-0.916710,-0.036668,-0.004502,-0.040288
2.595000,80.743257,41.743747,-17.777867,0.500000,0.917214,0.503528,0.300000,-4.668421,-0.325917,-0.917214,-0.036689,-0.004506,-0.040284
2.596000,80.784992,41.725973,-17.771041,0.500000,0.917717,0.503476,0.300000,-4.669601,-0.326000,-0.917717,-0.036709,-0.004511,-0.040280
2.597000,80.826709,41.708205,-17.764220,0.500000,0.918221,0.503424,0.300000,-4.670780,-0.326082,-0.918221,-0.036729,-0.004516,-0.040276
2.598000,80.868408,41.690444,-17.757406,0.500000,0.918724,0.503372,0.300000,-4.671958,-0.326164,-0.918724,-0.036749,-0.004520,-0.040272
2.599000,80.910090,41.672690,-17.750596,0.500000,0.919227,0.503320,0.300000,-4.673135,-0.326246,-0.919227,-0.036769,-0.004525,-0.040268
2.600000,80.951753,41.654943,-17.743793,0.500000,0.919731,0.503267,0.300000,-4.674312,-0.326329,-0.919731,-0.036789,-0.004529,-0.040263
2.601000,80.993399,41.637203,-17.736995,0.500000,0.920234,0.503215,0.300000,-4.675488,-0.326411,-0.920234,-0.036809,-0.004534,-0.040259
2.602000,81.035028,41.619469,-17.730202,0.500000,0.920737,0.503162,0.300000,-4.676663,-0.326493,-0.920737,-0.036829,-0.004539,-0.040255
2.603000,81.076638,41.601742,-17.723415,0.500000,0.921240,0.503109,0.300000,-4.677838,-0.326575,-0.921240,-0.036850,-0.004543,-0.040251
2.604000,81.118231,41.584022,-17.716634,0.500000,0.921743,0.503056,0.300000,-4.679012,-0.326657,-0.921743,-0.036870,-0.004548,-0.040247
2.605000,81.159806,41.566309,-17.709858,0.500000,0.922246,0.503002,0.300000,-4.680185,-0.326739,-0.922246,-0.036890,-0.004552,-0.040242
2.606000,81.201364,41.548602,-17.703087,0.500000,0.922749,0.502949,0.300000,-4.681357,-0.326820,-0.922749,-0.036910,-0.004557,-0.040238
2.607000,81.242904,41.530903,-17.696322,0.500000,0.923252,0.502895,0.300000,-4.682529,-0.326902,-0.923252,-0.036930,-0.004562,-0.040234
2.608000,81.284426,41.513210,-17.689563,0.500000,0.923755,0.502841,0.300000,-4.683700,-0.326984,-0.923755,-0.036950,-0.004566,-0.040229
2.609000,81.325930,41.495524,-17.682809,0.500000,0.924258,0.502787,0.300000,-4.684870,-0.327066,-0.924258,-0.036970,-0.004571,-0.040225
2.610000,81.367417,41.477844,-17.676061,0.500000,0.924761,0.502733,0.300000,-4.686039,-0.327147,-0.924761,-0.036990,-0.004576,-0.040221
2.611000,81.408886,41.460172,-17.669318,0.500000,0.925263,0.502679,0.300000,-4.687208,-0.327229,-0.925263,-0.037011,-0.004580,-0.040216
2.612000,81.450337,41.442506,-17.662581,0.500000,0.925766,0.502625,0.300000,-4.688376,-0.327310,-0.925766,-0.037031,-0.004585,-0.040212
2.613000,81.491771,41.424846,-17.655849,0.500000,0.926269,0.502570,0.300000,-4.689543,-0.327392,-0.926269,-0.037051,-0.004589,-0.040208
2.614000,81.533187,41.407194,-17.649122,0.500000,0.926771,0.502515,0.300000,-4.690710,-0.327473,-0.926771,-0.037071,-0.004594,-0.040203
2.615000,81.574585,41.389548,-17.642401,0.500000,0.927274,0.502460,0.300000,-4.691875,-0.327555,-0.927274,-0.037091,-0.004599,-0.040199
2.616000,81.615966,41.371909,-17.635686,0.500000,0.927776,0.502405,0.300000,-4.693040,-0.327636,-0.927776,-0.037111,-0.004603,-0.040195
2.617000,81.657329,41.354277,-17.628976,0.500000,0.928278,0.502350,0.300000,-4.694205,-0.327717,-0.928278,-0.037131,-0.004608,-0.040190
2.618000,81.698674,41.336651,-17.622271,0.500000,0.928781,0.502294,0.300000,-4.695368,-0.327799,-0.928781,-0.037151,-0.004613,-0.040186
2.619000,81.740002,41.319032,-17.615572,0.500000,0.929283,0.502239,0.300000,-4.696531,-0.327880,-0.929283,-0.037171,-0.004617,-0.040181
2.620000,81.781313,41.301420,-17.608879,0.500000,0.929785,0.502183,0.300000,-4.697693,-0.327961,-0.929785,-0.037191,-0.004622,-0.040177
2.621000,81.822605,41.283814,-17.602191,0.500000,0.930287,0.502127,0.300000,-4.698855,-0.328042,-0.930287,-0.037211,-0.004627,-0.040172
2.622000,81.863880,41.266216,-17.595508,0.500000,0.930789,0.502071,0.300000,-4.700015,-0.328123,-0.930789,-0.037232,-0.004631,-0.040168
2.623000,81.905138,41.248623,-17.588831,0.500000,0.931291,0.502015,0.300000,-4.701175,-0.328204,-0.931291,-0.037252,-0.004636,-0.040163
